id,queue_id,pmid,doi,evidence_domain,candidate_modality,source_location,matched_terms,candidate_signal,suggested_evidence_grade,confidence_label,validation_status,curator_decision,redistribution_level,source_title
6801,22287,40777739,10.1016/j.omtn.2025.102625,chemistry,ASO/siRNA,PubMed abstract sentence 6,phosphorothioate;2'-o,"chemistry candidate; matched derived terms: phosphorothioate, 2'-o; source title: Using muscle homing peptide CyPep10 to deliver phosphorodiamidate morpholino oligomers in the mdx mouse.",B,high_candidate,candidate_needs_curator_review,pending,derived_annotations_only,Using muscle homing peptide CyPep10 to deliver phosphorodiamidate morpholino oligomers in the mdx mouse.
6806,22302,40773798,10.1016/j.cancergen.2025.08.001,toxicity,ASO/siRNA,PubMed abstract sentence 9,toxicity;toxic,"toxicity candidate; matched derived terms: toxicity, toxic; source title: Genetic silencing of CDC6 via AAV2-Delivered shRNA as a novel cancer genetics-based therapy for cervical carcinoma.",B,high_candidate,curator_rejected,reject,derived_annotations_only,Genetic silencing of CDC6 via AAV2-Delivered shRNA as a novel cancer genetics-based therapy for cervical carcinoma.
6819,22361,40761305,10.1093/ehjimp/qyaf088,assay,ASO/siRNA,PubMed abstract sentence 3,phase;trial,"assay candidate; matched derived terms: phase, trial; source title: MiR-132 inhibition improves myocardial strain in a large animal model of chronic left ventricular adverse remodelling.",B,high_candidate,candidate_needs_curator_review,pending,derived_annotations_only,MiR-132 inhibition improves myocardial strain in a large animal model of chronic left ventricular adverse remodelling.
6820,22362,40761305,10.1093/ehjimp/qyaf088,toxicity,ASO/siRNA,PubMed abstract sentence 3,safety;tolerability,"toxicity candidate; matched derived terms: safety, tolerability; source title: MiR-132 inhibition improves myocardial strain in a large animal model of chronic left ventricular adverse remodelling.",B,high_candidate,curator_rejected,reject,derived_annotations_only,MiR-132 inhibition improves myocardial strain in a large animal model of chronic left ventricular adverse remodelling.
6833,22429,40746423,10.3389/fmolb.2025.1637230,assay,ASO/siRNA,PubMed abstract sentence 11,screen;model;experiment,"assay candidate; matched derived terms: screen, model, experiment; source title: Development of a human colorectal carcinoma cell-based platform for studying inducible nitric oxide synthase expression and nitric oxide signaling dynamics.",B,high_candidate,candidate_needs_curator_review,pending,derived_annotations_only,Development of a human colorectal carcinoma cell-based platform for studying inducible nitric oxide synthase expression and nitric oxide signaling dynamics.
6834,22432,40745699,10.1021/jacs.5c08345,delivery,ASO/siRNA,PubMed abstract sentence 1,delivery;nanoparticle;lnp,"delivery candidate; matched derived terms: delivery, nanoparticle, lnp; source title: The Overlooked Stereoisomers of the Ionizable Lipid ALC315.",C,high_candidate,candidate_needs_curator_review,pending,derived_annotations_only,The Overlooked Stereoisomers of the Ionizable Lipid ALC315.
6838,22456,40740767,10.3389/fimmu.2025.1562107,assay,ASO/siRNA,PubMed abstract sentence 4,screen;model,"assay candidate; matched derived terms: screen, model; source title: IL-2 and IL-15 augment HBV therapeutic vaccination and PD1 blockade for functional cure in the AAV-HBV mouse model.",B,high_candidate,candidate_needs_curator_review,pending,derived_annotations_only,IL-2 and IL-15 augment HBV therapeutic vaccination and PD1 blockade for functional cure in the AAV-HBV mouse model.
6842,22464,40738442,10.1016/j.ijbiomac.2025.146366,toxicity,ASO/siRNA,PubMed abstract sentence 7,toxicity;toxic,"toxicity candidate; matched derived terms: toxicity, toxic; source title: Novel macropinocytosis inducers selectively modulate intracellular delivery of small and macromolecules in cancer cells.",B,high_candidate,curator_rejected,reject,derived_annotations_only,Novel macropinocytosis inducers selectively modulate intracellular delivery of small and macromolecules in cancer cells.
6844,22472,40736404,10.1021/acsami.5c10486,delivery,ASO,PubMed abstract sentence 3,delivery;nanoparticle,"delivery candidate; matched derived terms: delivery, nanoparticle; source title: Breaking Tumor Chemoresistance via METTL3 Regulation Enhanced by Sequential Delivery of Dexamethasone.",C,high_candidate,candidate_needs_curator_review,pending,derived_annotations_only,Breaking Tumor Chemoresistance via METTL3 Regulation Enhanced by Sequential Delivery of Dexamethasone.
6845,22473,40736404,10.1021/acsami.5c10486,toxicity,ASO,PubMed abstract sentence 3,toxicity;toxic,"toxicity candidate; matched derived terms: toxicity, toxic; source title: Breaking Tumor Chemoresistance via METTL3 Regulation Enhanced by Sequential Delivery of Dexamethasone.",B,high_candidate,curator_rejected,reject,derived_annotations_only,Breaking Tumor Chemoresistance via METTL3 Regulation Enhanced by Sequential Delivery of Dexamethasone.
6846,22476,40735483,10.3389/fphar.2025.1554631,toxicity,ASO/siRNA,PubMed abstract sentence 3,risk;adverse,"toxicity candidate; matched derived terms: risk, adverse; source title: Systemic evaluation of inclisiran on the risk of new-onset diabetes and hyperglycemia compared to evolocumab and atorvastatin.",B,high_candidate,machine_precurated_v1,accept,derived_annotations_only,Systemic evaluation of inclisiran on the risk of new-onset diabetes and hyperglycemia compared to evolocumab and atorvastatin.
6857,22521,40727394,10.2147/JEP.S524226,assay,ASO/siRNA,PubMed abstract sentence 6,assay;screen,"assay candidate; matched derived terms: assay, screen; source title: Exploring the Potential of HIV Integrase Inhibitors as Therapeutic Agents Against HSV and HCMV: A Molecular Docking Study.",B,high_candidate,candidate_needs_curator_review,pending,derived_annotations_only,Exploring the Potential of HIV Integrase Inhibitors as Therapeutic Agents Against HSV and HCMV: A Molecular Docking Study.
6869,22573,40720024,10.1007/978-1-0716-4730-1_17,assay,ASO/siRNA,PubMed abstract sentence 3,screen;model,"assay candidate; matched derived terms: screen, model; source title: A Novel Zebrafish Model for Assessing In Vivo Delivery of Morpholino Oligomers.",B,high_candidate,candidate_needs_curator_review,pending,derived_annotations_only,A Novel Zebrafish Model for Assessing In Vivo Delivery of Morpholino Oligomers.
6873,22585,40720010,10.1007/978-1-0716-4730-1_3,assay,ASO/siRNA,PubMed abstract sentence 5,preclinical;trial,"assay candidate; matched derived terms: preclinical, trial; source title: An Overview of Recent Advances and Clinical Applications of Exon Skipping and Splice Modulation for Muscular Dystrophy and Various Genetic Diseases.",B,high_candidate,candidate_needs_curator_review,pending,derived_annotations_only,An Overview of Recent Advances and Clinical Applications of Exon Skipping and Splice Modulation for Muscular Dystrophy and Various Genetic Diseases.
6877,22603,40714929,10.1002/ctm2.70418,benchmark,ASO/siRNA,PubMed abstract sentence 4,model;dataset,"benchmark candidate; matched derived terms: model, dataset; source title: A robust machine learning model based on ribosomal-subunit-derived piRNAs for diagnostic potential of nonsmall cell lung cancer across multicentre, large-scale of sequencing data.",C,high_candidate,candidate_needs_curator_review,pending,derived_annotations_only,"A robust machine learning model based on ribosomal-subunit-derived piRNAs for diagnostic potential of nonsmall cell lung cancer across multicentre, large-scale of sequencing data."
6878,22606,40714759,10.1002/smll.202501304,delivery,ASO/siRNA,PubMed abstract sentence 4,delivery;nanoparticle,"delivery candidate; matched derived terms: delivery, nanoparticle; source title: Cyclodextrin-Based Pseudocopolymers and Their Biomedical Applications for Drug and Gene Delivery.",C,high_candidate,candidate_needs_curator_review,pending,derived_annotations_only,Cyclodextrin-Based Pseudocopolymers and Their Biomedical Applications for Drug and Gene Delivery.
6879,22607,40714759,10.1002/smll.202501304,toxicity,ASO/siRNA,PubMed abstract sentence 5,toxicity;toxic,"toxicity candidate; matched derived terms: toxicity, toxic; source title: Cyclodextrin-Based Pseudocopolymers and Their Biomedical Applications for Drug and Gene Delivery.",B,high_candidate,curator_rejected,reject,derived_annotations_only,Cyclodextrin-Based Pseudocopolymers and Their Biomedical Applications for Drug and Gene Delivery.
6892,22652,40706921,10.1016/j.ijbiomac.2025.146217,delivery,siRNA,PubMed abstract sentence 6,delivery;uptake,"delivery candidate; matched derived terms: delivery, uptake; source title: Exercise-imitating adipocyte targeted poly-Lipidic DendroRNAi Nanovesicles for gene silencing-guided treatment of obesity in high-fat diet mouse model.",C,high_candidate,candidate_needs_curator_review,pending,derived_annotations_only,Exercise-imitating adipocyte targeted poly-Lipidic DendroRNAi Nanovesicles for gene silencing-guided treatment of obesity in high-fat diet mouse model.
6896,22666,40705155,10.1007/s10637-025-01558-z,toxicity,ASO/siRNA,PubMed abstract sentence 6,toxicity;toxic;adverse,"toxicity candidate; matched derived terms: toxicity, toxic, adverse; source title: Comparative analysis of engineered-exosome delivered si-HER2 and trastuzumab in the treatment of HER2-positive gastric cancer.",B,high_candidate,curator_rejected,reject,derived_annotations_only,Comparative analysis of engineered-exosome delivered si-HER2 and trastuzumab in the treatment of HER2-positive gastric cancer.
6898,22682,40702295,10.1208/s12249-025-03159-8,delivery,ASO/siRNA,PubMed abstract sentence 7,delivery;nanoparticle,"delivery candidate; matched derived terms: delivery, nanoparticle; source title: Nanovesicular Drug Delivery Systems for Rare Ocular Diseases: Advances, Challenges, and Future Directions.",C,high_candidate,candidate_needs_curator_review,pending,derived_annotations_only,"Nanovesicular Drug Delivery Systems for Rare Ocular Diseases: Advances, Challenges, and Future Directions."
6905,22703,40700608,10.1093/molehr/gaaf032,assay,ASO/siRNA,PubMed abstract sentence 6,model;trial,"assay candidate; matched derived terms: model, trial; source title: Down-regulation of IGFBP2 mediates endometrial epithelial cells senescence in thin endometrium.",B,high_candidate,candidate_needs_curator_review,pending,derived_annotations_only,Down-regulation of IGFBP2 mediates endometrial epithelial cells senescence in thin endometrium.
6912,22734,40695191,10.1016/j.seminoncol.2025.152371,benchmark,ASO/siRNA,PubMed abstract sentence 2,database;dataset,"benchmark candidate; matched derived terms: database, dataset; source title: Deciphering the prognostic value and immunotherapeutic strategy of aggrephagy in melanoma: Integrating single-cell sequencing and machine learning.",C,high_candidate,candidate_needs_curator_review,pending,derived_annotations_only,Deciphering the prognostic value and immunotherapeutic strategy of aggrephagy in melanoma: Integrating single-cell sequencing and machine learning.
6916,22752,40692392,10.1002/smll.202504468,toxicity,ASO/siRNA,PubMed abstract sentence 8,toxicity;toxic,"toxicity candidate; matched derived terms: toxicity, toxic; source title: Targeted Delivery of miR-34a via Anti-CD47 Antibody Conjugates for Enhanced Cancer Immunotherapy in Triple Negative Breast Cancer.",B,high_candidate,curator_rejected,reject,derived_annotations_only,Targeted Delivery of miR-34a via Anti-CD47 Antibody Conjugates for Enhanced Cancer Immunotherapy in Triple Negative Breast Cancer.
6927,22797,40685636,10.1021/acs.jmedchem.5c00492,chemistry,ASO/siRNA,PubMed abstract sentence 3,chemical;modified,"chemistry candidate; matched derived terms: chemical, modified; source title: Novel Aptamer-Drug Conjugate for Targeted Therapy in Triple-Negative Breast Cancer.",B,high_candidate,candidate_needs_curator_review,pending,derived_annotations_only,Novel Aptamer-Drug Conjugate for Targeted Therapy in Triple-Negative Breast Cancer.
6935,22817,40683132,10.1016/j.prp.2025.156124,delivery,ASO/siRNA,PubMed abstract sentence 5,delivery;nanoparticle;conjugated,"delivery candidate; matched derived terms: delivery, nanoparticle, conjugated; source title: AS1411 aptamer in melanoma therapy: Harnessing targeted strategies for precision treatment.",C,high_candidate,candidate_needs_curator_review,pending,derived_annotations_only,AS1411 aptamer in melanoma therapy: Harnessing targeted strategies for precision treatment.
6943,22839,40679866,10.1681/ASN.0000000793,assay,ASO/siRNA,PubMed abstract sentence 12,screen;experiment,"assay candidate; matched derived terms: screen, experiment; source title: Identification of Epigenetic Regulators of Vascular Calcification with a CRISPR-Based Screen.",B,high_candidate,candidate_needs_curator_review,pending,derived_annotations_only,Identification of Epigenetic Regulators of Vascular Calcification with a CRISPR-Based Screen.
6944,22846,40676731,10.1080/17435889.2025.2534321,delivery,ASO/siRNA,PubMed abstract sentence 10,delivery;nanoparticle,"delivery candidate; matched derived terms: delivery, nanoparticle; source title: Emerging gene delivery nanosystems for the treatment of acute lung injury.",C,high_candidate,candidate_needs_curator_review,pending,derived_annotations_only,Emerging gene delivery nanosystems for the treatment of acute lung injury.
